candidate_id,candiate_name,gender,age,dob,political_party,election_symbol,is_independent,province_id,provience_name,district_code,district_name,constituency_no,serial_no,votes_received,rank,is_elected,vote_share_pct,qualification_normalized
341220,Anuj Pradhan,Male,52,2/3/2030,Independent,Sparrow,TRUE,3,Bagmati Province,26,Kathmandu,10,1574,9,20,FALSE,0.02,Masters
341167,Bhagreet Sah,Male,46,8/5/2036,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,3,Bagmati Province,26,Kathmandu,10,1575,8,21,FALSE,0.01,BA LLB
340122,Krishna Kumari Nepali,Woman,63,8/10/2019,Independent,Round,TRUE,3,Bagmati Province,26,Kathmandu,10,1576,7,22,FALSE,0.01,Literate
342222,Kumar Khaki Shrestha,Male,54,7/12/2028,Independent,Telescope,TRUE,3,Bagmati Province,26,Kathmandu,10,1577,6,23,FALSE,0.01,B.com
340738,Sulochana Pariyar,Woman,51,2/16/2031,Independent,Mango,TRUE,3,Bagmati Province,26,Kathmandu,10,1578,6,24,FALSE,0.01,??????
339914,Min Bahadur Budhathoki,Male,49,7/3/2033,Independent,Camera,TRUE,3,Bagmati Province,26,Kathmandu,10,1579,4,25,FALSE,0.01,SLC
339461,Rukesh Ranjit,Male,46,4/4/2036,National Independence Party,Bell,FALSE,3,Bagmati Province,27,Bhaktapur,1,1580,33436,1,TRUE,44.6,??.??.?
339896,Prem Suwal,Male,65,3/5/2017,Nepal Labor Farmers Party,Model,FALSE,3,Bagmati Province,27,Bhaktapur,1,1581,28147,2,FALSE,37.55,??.??.??. ??????
340847,Kiran Neupane,Male,51,5/16/2031,Nepali Congress,Tree,FALSE,3,Bagmati Province,27,Bhaktapur,1,1582,4282,3,FALSE,5.71,??.??.??.
339693,Som Prasad Mishra,Male,62,8/9/2020,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,3,Bagmati Province,27,Bhaktapur,1,1583,3721,4,FALSE,4.96,Masters
340128,Bharat Bahadur Khadka,Male,63,3/10/2019,National Democratic Party,Plow,FALSE,3,Bagmati Province,27,Bhaktapur,1,1584,2472,5,FALSE,3.3,???????????(??.??.?.)
340453,Hari Ram Loveju,Male,52,8/18/2030,Nepali Communist Party,five-pointed star,FALSE,3,Bagmati Province,27,Bhaktapur,1,1585,1177,6,FALSE,1.57,?? ?? ??/ ?? ?
339750,Ramesh Ball,Male,44,3/1/2038,Ujjaya Nepal Party,A burning electric lamp,FALSE,3,Bagmati Province,27,Bhaktapur,1,1586,558,7,FALSE,0.74,Plus 2 / Higher Secondary
340079,Ishwari Prasad Paiyani,Male,63,10/10/2019,National People's Front,Glass,FALSE,3,Bagmati Province,27,Bhaktapur,1,1587,334,8,FALSE,0.45,10 ????? ??????
341126,Vishnu Hari is not,Male,47,11/24/2034,Labor Culture Party,The soil in Anjuli,FALSE,3,Bagmati Province,27,Bhaktapur,1,1588,310,9,FALSE,0.41,SLC
340671,Shyam Sundar craftsman,Male,46,4/14/2036,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,3,Bagmati Province,27,Bhaktapur,1,1589,124,10,FALSE,0.17,SLC
342209,Rabi Khaiju,Male,47,4/14/2035,Progressive Democratic Party,Single open eye,FALSE,3,Bagmati Province,27,Bhaktapur,1,1590,95,11,FALSE,0.13,SLC
340780,Chandra Maan Koju,Male,47,10/10/2035,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,3,Bagmati Province,27,Bhaktapur,1,1591,68,12,FALSE,0.09,??.??.??. ????????
340582,Suresh Koju,Male,35,3/12/2047,Independent,Badminton Cork,TRUE,3,Bagmati Province,27,Bhaktapur,1,1592,43,13,FALSE,0.06,Bachelor
339648,Devendra Thakur,Male,50,5/15/2032,Aam Janata Party (Single Election Symbol),Mobile,FALSE,3,Bagmati Province,27,Bhaktapur,1,1593,38,14,FALSE,0.05,SLC
341196,Damodar Kafle,Male,48,7/21/2034,Communist Party of Nepal (United),Sickle,FALSE,3,Bagmati Province,27,Bhaktapur,1,1594,26,15,FALSE,0.03,??.?. ????????
340381,Raju Shrestha,Male,33,7/3/2049,Independent,Round,TRUE,3,Bagmati Province,27,Bhaktapur,1,1595,25,16,FALSE,0.03,Bachelor
339608,Rajeshwari Prajapati,Woman,29,9/24/2053,Independent,Camera,TRUE,3,Bagmati Province,27,Bhaktapur,1,1596,23,17,FALSE,0.03,????????
340712,Bal Krishna Khaitu,Male,49,10/7/2033,Independent,Punching machine,TRUE,3,Bagmati Province,27,Bhaktapur,1,1597,21,18,FALSE,0.03,??.??.
340620,Deepak Kumar Pokharel,Male,49,8/4/2033,Nepali Party for Nepal,Conch inside a sphere,FALSE,3,Bagmati Province,27,Bhaktapur,1,1598,17,19,FALSE,0.02,??.??.??.
339484,Sujita Budhathoki,Woman,37,5/15/2045,Independent,Water jar,TRUE,3,Bagmati Province,27,Bhaktapur,1,1599,12,20,FALSE,0.02,bachelor
340558,Dasharath Thapa,Male,52,2/20/2030,Independent,Triangle,TRUE,3,Bagmati Province,27,Bhaktapur,1,1600,11,21,FALSE,0.01,??. ??.
339793,Sudip Neupane,Male,44,3/10/2038,Independent,Scissors,TRUE,3,Bagmati Province,27,Bhaktapur,1,1601,9,22,FALSE,0.01,??????
339585,Vishnu Rama Dumru,Male,55,5/15/2027,Independent,Mango,TRUE,3,Bagmati Province,27,Bhaktapur,1,1602,7,23,FALSE,0.01,????? 9
340295,Punya Ram Suwal,Male,32,6/7/2050,Independent,Eyeglass,TRUE,3,Bagmati Province,27,Bhaktapur,1,1603,6,24,FALSE,0.01,7 pass
340493,Savitri Neupane,Woman,44,6/21/2038,Friendship Party Nepal,Horse,FALSE,3,Bagmati Province,27,Bhaktapur,1,1604,5,25,FALSE,0.01,7 ?????
340060,Rajeev Khatri,Male,39,1/8/2043,National Independence Party,Bell,FALSE,3,Bagmati Province,27,Bhaktapur,2,1605,42334,1,TRUE,60.67,Unknown
339487,Mahesh Basnet,Male,51,10/3/2031,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,3,Bagmati Province,27,Bhaktapur,2,1606,10996,2,FALSE,15.76,Unknown
341495,Kabir Rana,Male,58,12/21/2023,Nepali Congress,Tree,FALSE,3,Bagmati Province,27,Bhaktapur,2,1607,8401,3,FALSE,12.04,Unknown
340272,Ramesh Vaidya,Male,39,2/3/2043,Nepal Labor Farmers Party,Model,FALSE,3,Bagmati Province,27,Bhaktapur,2,1608,3753,4,FALSE,5.38,Unknown
339597,Ram Prasad Sapkota,Male,45,1/15/2037,Nepali Communist Party,five-pointed star,FALSE,3,Bagmati Province,27,Bhaktapur,2,1609,1323,5,FALSE,1.9,Unknown
341000,Bikram Thapa,Male,37,4/27/2045,National Democratic Party,Plow,FALSE,3,Bagmati Province,27,Bhaktapur,2,1610,1224,6,FALSE,1.75,Unknown
340166,Arjun Basu,Male,54,6/10/2028,Labor Culture Party,The soil in Anjuli,FALSE,3,Bagmati Province,27,Bhaktapur,2,1611,665,7,FALSE,0.95,Unknown
339871,Jeet Ram Lama,Male,51,8/23/2031,Ujjaya Nepal Party,A burning electric lamp,FALSE,3,Bagmati Province,27,Bhaktapur,2,1612,619,8,FALSE,0.89,Unknown
341524,Anand Karki,Male,41,1/26/2041,Independent,Trophy,TRUE,3,Bagmati Province,27,Bhaktapur,2,1613,175,9,FALSE,0.25,Unknown
341823,Prakash Raj Dhungel,Male,60,5/3/2022,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,3,Bagmati Province,27,Bhaktapur,2,1614,46,10,FALSE,0.07,Unknown
340544,Sajan Dhakal,Male,32,12/20/2049,Independent,Badminton Cork,TRUE,3,Bagmati Province,27,Bhaktapur,2,1615,41,11,FALSE,0.06,Unknown
340944,Like Janmadev,Male,47,8/20/2035,Progressive Democratic Party,Single open eye,FALSE,3,Bagmati Province,27,Bhaktapur,2,1616,30,12,FALSE,0.04,Unknown
341271,Reader of Januka,Woman,33,5/19/2049,Nepal Janasewa Party,White and black shoes,FALSE,3,Bagmati Province,27,Bhaktapur,2,1617,23,13,FALSE,0.03,Unknown
339768,Rajesh Bade,Male,38,5/6/2044,Nepali Party for Nepal,Conch inside a sphere,FALSE,3,Bagmati Province,27,Bhaktapur,2,1618,20,14,FALSE,0.03,Unknown
339821,Wal Krishna Thapa,Male,54,1/18/2028,Independent,Telescope,TRUE,3,Bagmati Province,27,Bhaktapur,2,1619,18,15,FALSE,0.03,Unknown
341784,Archana Bhattarai,Woman,54,5/21/2028,Independent,Triangle,TRUE,3,Bagmati Province,27,Bhaktapur,2,1620,17,16,FALSE,0.02,Unknown
340036,Pemba Ghale,Male,27,10/25/2055,Mongol National Organization,Rooster,FALSE,3,Bagmati Province,27,Bhaktapur,2,1621,15,17,FALSE,0.02,Unknown
341427,Nabin Shrestha,Male,44,7/15/2038,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,3,Bagmati Province,27,Bhaktapur,2,1622,12,18,FALSE,0.02,Unknown
341471,Devkumari Sah,Woman,48,5/8/2034,Aam Janata Party (Single Election Symbol),Mobile,FALSE,3,Bagmati Province,27,Bhaktapur,2,1623,10,19,FALSE,0.01,Unknown
341955,Manoj Lama,Male,38,7/1/2044,Independent,Envelope,TRUE,3,Bagmati Province,27,Bhaktapur,2,1624,8,20,FALSE,0.01,Unknown
341578,Savin Mahat,Male,39,9/8/2043,Independent,Round,TRUE,3,Bagmati Province,27,Bhaktapur,2,1625,8,21,FALSE,0.01,Unknown
341977,Survan Thapa,Male,48,9/10/2034,Independent,Syringe,TRUE,3,Bagmati Province,27,Bhaktapur,2,1626,8,22,FALSE,0.01,Unknown
339935,Rakesh Shrestha,Male,47,9/8/2035,Trimul Nepal,Odan,FALSE,3,Bagmati Province,27,Bhaktapur,2,1627,7,23,FALSE,0.01,Unknown
341714,Lok Krishna Dahal,Male,34,1/3/2048,Communist Party of Nepal (United),Sickle,FALSE,3,Bagmati Province,27,Bhaktapur,2,1628,5,24,FALSE,0.01,Unknown
339987,Om Krishna Kutu,Male,36,8/8/2046,Independent,Bag,TRUE,3,Bagmati Province,27,Bhaktapur,2,1629,3,25,FALSE,0,Unknown
341543,Renu Shrestha,Woman,40,5/17/2042,Independent,Eyeglass,TRUE,3,Bagmati Province,27,Bhaktapur,2,1630,3,26,FALSE,0,Unknown
340897,Naveen Kumar Mahat,Male,39,2/1/2043,Independent,Camera,TRUE,3,Bagmati Province,27,Bhaktapur,2,1631,2,27,FALSE,0,Unknown
339691,Lakshmi Vastola Poudel,Woman,40,7/15/2042,Independent,Mango,TRUE,3,Bagmati Province,27,Bhaktapur,2,1632,2,28,FALSE,0,Unknown
342010,Anita Bhattarai,Woman,45,5/12/2037,Independent,Box,TRUE,3,Bagmati Province,27,Bhaktapur,2,1633,1,29,FALSE,0,Unknown
341659,Pradeep Kumar Rupakheti,Male,43,9/26/2039,Independent,Chulesi,TRUE,3,Bagmati Province,27,Bhaktapur,2,1634,1,30,FALSE,0,Unknown
339415,Madhu Prakash Sahukhal,Male,40,6/6/2042,Independent,Stool,TRUE,3,Bagmati Province,27,Bhaktapur,2,1635,1,31,FALSE,0,Unknown
339425,Shyam Krishna Dhukhwa,Male,54,5/14/2028,Independent,Scissors,TRUE,3,Bagmati Province,27,Bhaktapur,2,1636,1,32,FALSE,0,Unknown
341868,Buddha Ratna Maharjan,Male,47,2/3/2035,National Independence Party,Bell,FALSE,3,Bagmati Province,28,Lalitpur,1,1637,23373,1,TRUE,47.13,??.?.
341966,Uday Shansher J. B. Rana,Male,56,11/16/2026,Nepali Congress,Tree,FALSE,3,Bagmati Province,28,Lalitpur,1,1638,13520,2,FALSE,27.26,??.?.
340092,Chet Nath Sanjeel,Male,60,1/18/2022,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,3,Bagmati Province,28,Lalitpur,1,1639,6546,3,FALSE,13.2,SLC
341623,Padam Kumar Lama,Male,41,5/14/2041,Ujjaya Nepal Party,A burning electric lamp,FALSE,3,Bagmati Province,28,Lalitpur,1,1640,2686,4,FALSE,5.42,SLC
341358,Sunil Maharjan,Male,50,10/13/2032,Nepali Communist Party,five-pointed star,FALSE,3,Bagmati Province,28,Lalitpur,1,1641,1964,5,FALSE,3.96,Bachelor
340863,Sajina Karki,Woman,35,8/12/2047,National Democratic Party,Plow,FALSE,3,Bagmati Province,28,Lalitpur,1,1642,652,6,FALSE,1.31,-
342642,Gautam Thapa,Male,44,10/4/2038,Labor Culture Party,The soil in Anjuli,FALSE,3,Bagmati Province,28,Lalitpur,1,1643,221,7,FALSE,0.45,??????
340904,Bhimsen Ghimire,Male,44,10/25/2038,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,3,Bagmati Province,28,Lalitpur,1,1644,173,8,FALSE,0.35,??.?.
341787,Sanoj Mahat,Male,41,8/16/2041,People First Party,Hand shape with two fingers open and three fingers closed,FALSE,3,Bagmati Province,28,Lalitpur,1,1645,83,9,FALSE,0.17,Bachelor
340471,Suresh Marpa,Male,38,3/11/2044,Mongol National Organization,Rooster,FALSE,3,Bagmati Province,28,Lalitpur,1,1646,59,10,FALSE,0.12,8
339657,Sarita Gosai Desar,Woman,45,7/16/2037,Nepal Labor Farmers Party,Model,FALSE,3,Bagmati Province,28,Lalitpur,1,1647,52,11,FALSE,0.1,SLC
341525,Ganesh Bahadur Bal Tamang,Male,70,8/4/2012,Independent,Scissors,TRUE,3,Bagmati Province,28,Lalitpur,1,1648,39,12,FALSE,0.08,??.??
341309,Radha Krishna Basnet,Male,42,1/16/2040,Independent,Badminton Cork,TRUE,3,Bagmati Province,28,Lalitpur,1,1649,39,13,FALSE,0.08,12
340253,Ashok Thapa,Male,42,11/21/2039,Independent,Cable car,TRUE,3,Bagmati Province,28,Lalitpur,1,1650,35,14,FALSE,0.07,12
339390,Rohit Kumar Bastola,Male,37,11/25/2044,Progressive Democratic Party,Single open eye,FALSE,3,Bagmati Province,28,Lalitpur,1,1651,33,15,FALSE,0.07,Bachelor
342170,Sanjay Ghising Tamang,Male,38,12/23/2043,National Republic of Nepal,Flying bee,FALSE,3,Bagmati Province,28,Lalitpur,1,1652,33,16,FALSE,0.07,12
341458,Saroj Kumar Bista,Male,36,12/28/2045,Independent,Round,TRUE,3,Bagmati Province,28,Lalitpur,1,1653,17,17,FALSE,0.03,Bachelor
341148,Mahavir Syangtan Tamang,Male,48,5/1/2034,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,3,Bagmati Province,28,Lalitpur,1,1654,16,18,FALSE,0.03,??????
339888,Amrit Nath Bajgai,Male,47,11/14/2035,Communist Party of Nepal (United),Sickle,FALSE,3,Bagmati Province,28,Lalitpur,1,1655,11,19,FALSE,0.02,??.?.
341009,Dharmaraj Bohra,Male,34,9/5/2048,Independent,Cap,TRUE,3,Bagmati Province,28,Lalitpur,1,1656,11,20,FALSE,0.02,??.??.??.
341205,Vishal Tamang,Male,46,8/16/2036,Independent,Bag,TRUE,3,Bagmati Province,28,Lalitpur,1,1657,9,21,FALSE,0.02,??????
342281,Sarmila Budhathoki,Woman,34,11/5/2048,Independent,Squirrel,TRUE,3,Bagmati Province,28,Lalitpur,1,1658,9,22,FALSE,0.02,12
341264,Dal Nath Timalsina,Male,50,8/5/2032,Independent,Camera,TRUE,3,Bagmati Province,28,Lalitpur,1,1659,6,23,FALSE,0.01,??.??.??.
342458,Kiran Maharjan,Male,61,4/16/2021,Aam Janata Party (Single Election Symbol),Mobile,FALSE,3,Bagmati Province,28,Lalitpur,1,1660,3,24,FALSE,0.01,10
341406,Bharat Dulal,Male,47,4/9/2035,Independent,Goat's head,TRUE,3,Bagmati Province,28,Lalitpur,1,1661,3,25,FALSE,0.01,SLC
340547,Tilak Bahadur Bhelan,Male,39,1/1/2043,Independent,Gas stove,TRUE,3,Bagmati Province,28,Lalitpur,1,1662,2,26,FALSE,0,??.?.
340322,Ram Khadka,Male,30,1/29/2052,Independent,Celery bread,TRUE,3,Bagmati Province,28,Lalitpur,1,1663,1,27,FALSE,0,??????????
342477,Devendra Singh,Male,26,10/12/2056,Independent,Harmonium,TRUE,3,Bagmati Province,28,Lalitpur,1,1664,0,28,FALSE,0,? ?????
340217,Jagdish Kharel,Male,43,4/22/2039,National Independence Party,Bell,FALSE,3,Bagmati Province,28,Lalitpur,2,1665,39491,1,TRUE,64.41,masters
341171,Prem Krishna Maharjan,Male,59,7/11/2023,Nepali Congress,Tree,FALSE,3,Bagmati Province,28,Lalitpur,2,1666,7420,2,FALSE,12.1,SLC
340026,Raja Ram Tandukar,Male,52,1/1/2030,Ujjaya Nepal Party,A burning electric lamp,FALSE,3,Bagmati Province,28,Lalitpur,2,1667,5547,3,FALSE,9.05,masters
340388,Prem Bahadur Maharjan,Male,59,7/3/2023,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,3,Bagmati Province,28,Lalitpur,2,1668,4536,4,FALSE,7.4,Masters
339911,Raghuvar Raj Thapa,Male,56,4/25/2026,National Democratic Party,Plow,FALSE,3,Bagmati Province,28,Lalitpur,2,1669,1760,5,FALSE,2.87,masters
340354,Rajendra Amatya,Male,53,12/12/2028,Nepali Communist Party,five-pointed star,FALSE,3,Bagmati Province,28,Lalitpur,2,1670,1217,6,FALSE,1.98,Plus 2 / Higher Secondary
342139,Saroj Rai,Male,38,1/14/2044,Labor Culture Party,The soil in Anjuli,FALSE,3,Bagmati Province,28,Lalitpur,2,1671,608,7,FALSE,0.99,Literate
339586,Chiri Maia Maharjan (Lakhaju),Woman,47,11/17/2035,Nepal Labor Farmers Party,Model,FALSE,3,Bagmati Province,28,Lalitpur,2,1672,207,8,FALSE,0.34,Bachelor
339805,Umang KC,Male,35,8/12/2047,Independent,Scissors,TRUE,3,Bagmati Province,28,Lalitpur,2,1673,99,9,FALSE,0.16,?+2
339458,Ashta Raj Bajracharya,Male,53,1/15/2029,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,3,Bagmati Province,28,Lalitpur,2,1674,87,10,FALSE,0.14,Literate
339747,Krishna Maharjan,Male,32,3/25/2050,Progressive Democratic Party,Single open eye,FALSE,3,Bagmati Province,28,Lalitpur,2,1675,73,11,FALSE,0.12,bachelor in engineering
342324,Mangal Krishna Shrestha,Male,54,4/3/2028,Independent,Cable car,TRUE,3,Bagmati Province,28,Lalitpur,2,1676,55,12,FALSE,0.09,bachelor
340269,Babu Raj Bajracharya,Male,58,7/15/2024,Independent,Bag,TRUE,3,Bagmati Province,28,Lalitpur,2,1677,47,13,FALSE,0.08,Plus 2 / Higher Secondary
341923,Om Raj Bajracharya,Male,49,10/20/2033,Independent,Badminton Cork,TRUE,3,Bagmati Province,28,Lalitpur,2,1678,41,14,FALSE,0.07,SLC
341663,How old is Rihini?,Woman,54,8/10/2028,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,3,Bagmati Province,28,Lalitpur,2,1679,29,15,FALSE,0.05,Literate
339854,Ramesh Acharya,Male,37,5/30/2045,Communist Party of Nepal (United),Sickle,FALSE,3,Bagmati Province,28,Lalitpur,2,1680,24,16,FALSE,0.04,Mphil
340436,Krishna Maharjan,Male,44,3/7/2038,Mongol National Organization,Rooster,FALSE,3,Bagmati Province,28,Lalitpur,2,1681,20,17,FALSE,0.03,SLC
342203,Lakhindra Kumar Sah,Male,29,2/20/2053,Aam Janata Party (Single Election Symbol),Mobile,FALSE,3,Bagmati Province,28,Lalitpur,2,1682,14,18,FALSE,0.02,?+2
342093,Khem Prasad Shrestha,Male,64,1/25/2018,National Republic of Nepal,Flying bee,FALSE,3,Bagmati Province,28,Lalitpur,2,1683,10,19,FALSE,0.02,bachelor
340167,Dolendra Raj Bhattarai,Male,54,5/3/2028,National Liberation Party Nepal (single election symbol),Millstone,FALSE,3,Bagmati Province,28,Lalitpur,2,1684,9,20,FALSE,0.01,?+2
341986,Krishna Khadka,Male,40,5/25/2042,Independent,Camera,TRUE,3,Bagmati Province,28,Lalitpur,2,1685,9,21,FALSE,0.01,bachelor
341854,Rabindra Amatya,Male,47,6/11/2035,Independent,Eyeglass,TRUE,3,Bagmati Province,28,Lalitpur,2,1686,7,22,FALSE,0.01,SLC
340528,Rabiraj Poudel,Male,44,5/15/2038,Independent,Syringe,TRUE,3,Bagmati Province,28,Lalitpur,2,1687,3,23,FALSE,0,bachelor
341547,Tosima Karki,Woman,36,2/7/2046,National Independence Party,Bell,FALSE,3,Bagmati Province,28,Lalitpur,3,1688,43096,1,TRUE,64.31,?? ?? ?? ??
342051,Jitendra Kumar Shrestha,Male,58,10/16/2024,Nepali Congress,Tree,FALSE,3,Bagmati Province,28,Lalitpur,3,1689,9045,2,FALSE,13.5,?? ?? ??
341869,Raj Kazi Maharjan,Male,48,6/16/2034,Nepali Communist Party,five-pointed star,FALSE,3,Bagmati Province,28,Lalitpur,3,1690,6022,3,FALSE,8.99,??????????? ??
341646,Sandan Thapa Magar,Male,46,10/23/2036,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,3,Bagmati Province,28,Lalitpur,3,1691,3297,4,FALSE,4.92,Bachelor
341442,Sabin Kumar Khadka,Male,52,8/17/2030,National Democratic Party,Plow,FALSE,3,Bagmati Province,28,Lalitpur,3,1692,2037,5,FALSE,3.04,SLC
342200,Seasonal rain,Male,46,3/25/2036,Labor Culture Party,The soil in Anjuli,FALSE,3,Bagmati Province,28,Lalitpur,3,1693,1472,6,FALSE,2.2,Literate
342028,Vijay Pant,Male,35,6/17/2047,Ujjaya Nepal Party,A burning electric lamp,FALSE,3,Bagmati Province,28,Lalitpur,3,1694,1320,7,FALSE,1.97,"B.sc MBBS, MBA"
340338,Ramila Maharjan,Woman,41,12/25/2040,Nepal Labor Farmers Party,Model,FALSE,3,Bagmati Province,28,Lalitpur,3,1695,191,8,FALSE,0.28,???????? ??????????
341070,Khagendra Maharjan,Male,44,4/7/2038,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,3,Bagmati Province,28,Lalitpur,3,1696,127,9,FALSE,0.19,SLC
341924,Ashoj Kumar Maharjan,Male,42,7/28/2040,Independent,Eyeglass,TRUE,3,Bagmati Province,28,Lalitpur,3,1697,92,10,FALSE,0.14,M.A political science/PHD sclor
341747,Nil Govinda Maharjan,Male,74,2/15/2008,National People's Front,Glass,FALSE,3,Bagmati Province,28,Lalitpur,3,1698,70,11,FALSE,0.1,?? ?? ??
341951,Bishnu Raj Khadka,Male,47,12/22/2034,Progressive Democratic Party,Single open eye,FALSE,3,Bagmati Province,28,Lalitpur,3,1699,56,12,FALSE,0.08,????? ??
341772,Shyam Bahadur Rai,Male,45,10/5/2037,United Citizens Party,Guitar,FALSE,3,Bagmati Province,28,Lalitpur,3,1700,56,13,FALSE,0.08,Plus 2 / Higher Secondary
340941,Rupesh Shah,Male,36,10/3/2046,Independent,Sparrow,TRUE,3,Bagmati Province,28,Lalitpur,3,1701,39,14,FALSE,0.06,Bachelor
341725,Krishna Devi Maharjan,Woman,42,6/15/2040,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,3,Bagmati Province,28,Lalitpur,3,1702,31,15,FALSE,0.05,Plus 2 / Higher Secondary
341544,Anju Karanjit (Thapa),Woman,36,5/24/2046,Independent,Cymbal,TRUE,3,Bagmati Province,28,Lalitpur,3,1703,21,16,FALSE,0.03,Plus 2 / Higher Secondary
341645,Dil Kumar Maharjan,Male,44,5/15/2038,Mongol National Organization,Rooster,FALSE,3,Bagmati Province,28,Lalitpur,3,1704,20,17,FALSE,0.03,8 pass
340469,Yagya Prasad Pant,Male,42,9/3/2040,Communist Party of Nepal (United),Sickle,FALSE,3,Bagmati Province,28,Lalitpur,3,1705,15,18,FALSE,0.02,Bachelor
342115,Radhe Shyam Khadka,Male,49,3/7/2033,Independent,Scissors,TRUE,3,Bagmati Province,28,Lalitpur,3,1706,8,19,FALSE,0.01,Bachelor
341858,Bimarsh Mishra,Male,27,9/2/2055,Independent,Gumboot,TRUE,3,Bagmati Province,28,Lalitpur,3,1707,3,20,FALSE,0,?? ?
341324,Madhu Kumar Chaulagai,Male,56,11/6/2026,National Independence Party,Bell,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1708,29618,1,TRUE,34.39,Bachelor
340501,Gunaraj Muktan,Male,40,10/11/2042,Nepali Congress,Tree,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1709,19166,2,FALSE,22.25,M phill
341073,Din Nath Gautam,Male,62,8/19/2020,Nepali Communist Party,five-pointed star,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1710,14184,3,FALSE,16.47,+?
340414,Ami Tamang,Male,44,8/6/2038,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1711,13814,4,FALSE,16.04,Plus 2 / Higher Secondary
341589,Yogendra Lama,Male,38,4/15/2044,Ujjaya Nepal Party,A burning electric lamp,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1712,7403,5,FALSE,8.6,SLC
341513,Nawaraj Satyal,Male,44,5/24/2038,National Democratic Party,Plow,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1713,699,6,FALSE,0.81,Bachelor
341278,Dhiraj Lama,Male,45,1/14/2037,Labor Culture Party,The soil in Anjuli,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1714,287,7,FALSE,0.33,SLC
340906,Rajesh Kumar Shrestha,Male,60,7/15/2022,Independent,Eyeglass,TRUE,3,Bagmati Province,29,Kavrepalanchok,1,1715,169,8,FALSE,0.2,Plus 2 / Higher Secondary
339664,Kamal Bahadur Lama (Tamang),Male,41,5/25/2041,Mongol National Organization,Rooster,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1716,156,9,FALSE,0.18,SLC
341770,Kanchha Tamang,Male,47,1/27/2035,Communist Party of Nepal (Maoist),A rose with two petals inside a circle.,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1717,149,10,FALSE,0.17,Bachelor
341999,Ratan Lama,Male,41,12/28/2040,United Citizens Party,Guitar,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1718,114,11,FALSE,0.13,+?
342122,Life is long.,Male,37,2/19/2045,Independent,Cap,TRUE,3,Bagmati Province,29,Kavrepalanchok,1,1719,94,12,FALSE,0.11,+?
340172,Man Bahadur Tamad,Male,45,1/5/2037,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1720,71,13,FALSE,0.08,simple
340574,Gyanendra Kumar Shrestha,Male,46,1/17/2036,Progressive Democratic Party,Single open eye,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1721,56,14,FALSE,0.07,Plus 2 / Higher Secondary
339343,Raju Tamang,Male,26,12/6/2055,Nepal Labor Farmers Party,Model,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1722,52,15,FALSE,0.06,Unknown
340312,Binod Lama,Male,43,1/1/2039,Inclusive Socialist Party,Srivatsa is a symbol of prosperity.,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1723,50,16,FALSE,0.06,bachlor
339902,Bharat Tamang,Male,34,1/23/2048,National Republic of Nepal,Flying bee,FALSE,3,Bagmati Province,29,Kavrepalanchok,1,1724,35,17,FALSE,0.04,SLC
341883,Yuvraj Chaulagain,Male,55,2/16/2027,Independent,Drum set,TRUE,3,Bagmati Province,29,Kavrepalanchok,1,1725,7,18,FALSE,0.01,I.Com
339525,Badan Kumar Bhandari,Male,33,5/6/2049,National Independence Party,Bell,FALSE,3,Bagmati Province,29,Kavrepalanchok,2,1726,53344,1,TRUE,53.57,Plus 2 / Higher Secondary
340524,Madhu Prasad Acharya,Male,61,1/29/2021,Nepali Congress,Tree,FALSE,3,Bagmati Province,29,Kavrepalanchok,2,1727,17868,2,FALSE,17.94,Masters
